,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/5,/intelcpu/0/load/6,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/temperature/5,/intelcpu/0/temperature/6,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/clock/5,/intelcpu/0/clock/6,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/nvidiagpu/0/power/0,/nvidiagpu/0/throughput/0,/nvidiagpu/0/throughput/1,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0,/hdd/2/load/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Total","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Package","CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Package","CPU Cores","CPU Graphics","CPU DRAM","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","GPU Power","GPU PCIE Rx","GPU PCIE Tx","Temperature","Used Space","Used Space","Used Space"
10/09/2024 20:32:01,3.90625,21.875,6.25,9.375,7.8125,7.03125,9.375,51,51,53,51,58,51,58,3914.178,3914.178,3914.178,3914.178,3914.178,3914.178,33.07282,21.2125645,0,1.36353481,100.363541,27.9044952,8.894913,22.9813576,44,607.5,405.000031,1215,0,12,0,0,6144,1184.59375,4959.40625,19.2804966,5.06900024,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:02,3.125,28.90625,3.125,0,1.5625,3.90625,6.770831,49,56,50,49,49,51,56,3914.177,3914.177,3914.177,3914.177,3914.177,3914.177,24.3071041,12.5394411,0,1.10577941,100.36351,28.0873337,8.953194,22.9230766,44,607.5,405.000031,1215,0,13,0,0,6144,1184.59375,4959.40625,19.2804966,4.912,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:03,0.78125,35.15625,0.78125,2.34375,0.78125,3.90625,7.291669,53,57,56,52,52,51,57,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,28.2708969,16.48244,0,1.23813117,100.363548,28.1302032,8.966858,22.9094124,44,607.5,405.000031,1215,0,13,0,0,6144,1183.96875,4960.03125,19.2703247,5.2130003,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:04,0,30.1587276,1.5625,10.15625,0.78125,0.78125,7.239991,53,60,55,53,52,52,59,3914.17773,3914.17773,3914.17773,3914.17773,3914.17773,3914.17773,33.2956924,21.4031563,0,1.47444594,100.363533,28.21531,8.993988,22.8822823,44,607.5,405.000031,1215,0,13,0,0,6144,1183.96875,4960.03125,19.2703247,5.85600042,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:05,0,25.4927864,1.5625,0.78125,0.78125,0.78125,4.89983559,53,58,55,53,53,53,58,3914.177,3914.177,3914.177,3914.177,3914.177,3914.177,32.2914,20.4175243,0,1.44453812,100.363518,28.2798767,9.014572,22.8616982,44,607.5,405.000031,1215,2,13,0,1,6144,1183.96875,4960.03125,19.2703247,5.2130003,0.258789063,0.0009765625,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:06,0,10.15625,2.34375,6.25,0,7.03125,4.296875,53,53,61,55,51,53,62,3914.178,3914.178,3914.178,3914.178,3914.178,3914.178,36.75853,24.7876167,0,1.68622088,100.363533,28.277092,9.013683,22.862587,44,607.5,405.000031,1215,1,13,0,0,6144,1183.96875,4960.03125,19.2703247,5.688,0.3154297,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:07,7.03125,7.03125,17.1875,3.125,5.46875,3.125,7.161456,55,55,57,55,53,54,58,3914.17725,3914.17725,3914.17725,3914.17725,3914.17725,3914.17725,38.0213547,25.9526119,0,1.9148103,100.363518,28.2998276,9.020927,22.8553429,44,607.5,405.000031,1215,26,28,0,1,6144,1174.625,4969.375,19.1182461,5.051,0.0048828125,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:08,1.5625,9.375,0,2.34375,6.25,0,3.25520635,53,57,54,53,51,52,57,3914.17749,3914.17749,3914.17749,3914.17749,3914.17749,3914.17749,27.9327374,16.0610256,0,1.46885431,100.363525,28.29683,9.019974,22.8562965,44,607.5,405.000031,1215,0,13,0,0,6144,1174.71875,4969.28125,19.119772,4.89700031,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:09,2.34375,0.78125,1.5625,0.78125,0.78125,0.78125,1.171875,47,47,46,45,46,47,47,3914.17651,3914.17651,3914.17651,3010.905,2107.63354,1505.45251,19.2771626,7.54469633,0,1.20892429,100.3635,28.24543,9.00359,22.87268,44,607.5,405.000031,1215,0,13,0,0,6144,1174.59766,4969.40234,19.1178,4.762,0,0,28,18.34568,34.3991547,0.03377533
10/09/2024 20:32:10,2.3317337,0.7692337,0.78125,0.78125,1.5625,0.78125,1.16786957,46,46,47,46,45,46,47,3010.906,2107.634,1204.3623,903.2718,903.2718,903.2718,14.8630552,3.20283747,0,1.08350348,100.363533,28.2109833,8.992607,22.8836632,44,607.5,405.000031,1215,0,13,0,0,6144,1174.59766,4969.40234,19.1178,4.60000038,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:11,3.8461566,0.78125,0.7692337,0.7692337,0,3.076923,1.54047012,47,47,48,46,45,47,48,1304.72522,3914.17578,3914.17578,3914.17578,3914.17578,3613.08521,16.5914955,4.93050575,0,1.13367712,100.36348,28.0907364,8.954277,22.9219933,44,607.5,405.000031,1215,1,13,0,0,6144,1173.59766,4970.40234,19.1015244,4.597,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:12,3.174603,0.793647766,0.793647766,0.793647766,0.793647766,1.58730149,1.32274628,46,46,47,45,45,46,47,903.272461,903.272461,903.272461,903.272461,802.9089,903.272461,16.370121,4.70005846,0,1.16051817,100.363609,28.0799942,8.950855,22.925415,44,607.5,405.000031,1215,1,13,0,0,6144,1174.59766,4969.40234,19.1178,4.762,0.0029296875,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:13,3.90625,0,0,0,0,1.5625,0.911456347,47,47,47,46,45,47,47,2709.8147,2709.8147,2709.8147,3914.177,903.2716,903.2716,22.4888573,10.6818886,0,1.34239709,100.36351,28.0524063,8.942062,22.9342079,43,607.5,405.000031,1215,0,13,0,0,6144,1171.17578,4972.824,19.0621052,4.43700027,0.0029296875,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:14,3.90625,2.34375,2.34375,0.78125,0.78125,1.5625,1.953125,51,50,52,51,50,50,52,3914.178,3914.178,3914.178,3914.178,3914.178,3914.178,21.026844,9.221959,0,1.4688468,100.363541,27.60279,8.79874,23.07753,43,607.5,405.000031,1215,4,13,0,0,6144,1166.80078,4977.199,18.9908981,6.20000029,0.0146484375,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:15,4.6875,4.6875,1.5625,0.78125,0,1.5625,2.21354365,48,48,49,49,48,47,49,3914.17773,903.2718,903.2718,2107.63428,2107.63428,2509.08838,25.4764023,13.5448294,0,1.61147118,100.363533,27.60521,8.799511,23.07676,43,607.5,405.000031,1215,9,14,0,0,6144,1169.23828,4974.76172,19.030571,6.06100035,0.03125,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:16,3.125,1.5625,2.34375,0.78125,0.78125,3.125,1.953125,48,48,49,48,47,47,49,3914.17676,3914.17676,3914.17676,3914.17676,3914.17676,3813.81348,24.44925,12.6075048,0,1.50149179,100.36351,27.4732361,8.757442,23.1188278,43,607.5,405.000031,1215,9,17,0,0,6144,1178.457,4965.543,19.1806164,5.69800043,0.03515625,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:17,0.7692337,22.3076935,3.076923,3.90625,6.153846,4.615384,6.8048954,53,52,54,58,52,52,58,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,34.57504,22.4921017,0,2.00729847,100.363548,27.6041946,8.799187,23.0770836,43,607.5,405.000031,1215,9,15,0,0,6144,1187.64453,4956.35547,19.3301525,7.32,0.013671875,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:18,0.78125,3.90625,6.25,1.53846145,5.46875,3.125,3.51161957,47,47,48,46,47,47,48,3914.17749,3914.17749,3914.17749,3914.17749,3914.17749,3613.087,25.6719265,13.8443346,0,1.4681772,100.363525,27.6293335,8.807201,23.0690689,43,607.5,405.000031,1215,1,13,0,0,6144,1190.207,4953.793,19.3718586,5.683,0.0126953125,0.001953125,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:19,15.625,11.71875,3.125,0.78125,2.34375,3.125,6.119794,49,48,50,49,48,48,49,903.271362,903.271362,1304.72534,2107.6333,3914.176,3914.176,28.623888,16.7037048,0,1.543482,100.363487,27.5830765,8.792458,23.0838127,43,607.5,405.000031,1215,11,18,0,1,6144,1190.64453,4953.35547,19.37898,5.235,0,0.0009765625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:20,9.2427845,5.384612,1.53846145,3.87018919,3.076923,0.7692337,3.98036838,52,48,49,52,48,49,52,3914.179,3914.179,3914.179,3914.179,3914.179,3914.179,25.9493942,14.0527773,0,1.5661099,100.363564,27.6219711,8.804855,23.0714149,43,607.5,405.000031,1215,13,16,0,0,6144,1191.51953,4952.48047,19.39322,6.196,0.0322265625,0.00390625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:21,15.2680635,5.384612,5.384612,3.06526423,6.153846,3.076923,6.388897,50,48,49,49,48,56,56,3914.178,3914.178,3914.178,3914.178,3914.178,3914.178,28.3922882,16.42285,0,1.66574478,100.363533,27.67662,8.822273,23.053997,43,607.5,405.000031,1215,9,15,0,0,6144,1191.80078,4952.199,19.3977985,6.354,0.0087890625,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:22,12.5,0.78125,1.5625,1.5625,7.03125,14.84375,6.380206,47,48,47,46,47,46,48,903.2718,903.2718,903.2718,903.2718,1304.726,1304.726,25.5643311,13.6907978,0,1.44193089,100.363533,27.559166,8.784836,23.0914345,43,607.5,405.000031,1215,3,14,0,0,6144,1182.36328,4961.63672,19.244194,4.7590003,0,0.0009765625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:23,10.15625,5.46875,7.03125,3.125,7.03125,1.5625,5.729169,48,48,48,47,47,47,48,3914.17773,3914.17773,3914.17773,3914.17773,3914.17773,3914.17773,27.4894314,15.5587854,0,1.63908,100.363533,27.5068283,8.76815,23.10812,43,607.5,405.000031,1215,9,14,0,0,6144,1185.30078,4958.699,19.2920055,4.579,0.0400390625,0.0029296875,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:24,11.71875,5.46875,2.34375,2.35614777,7.03125,5.46875,5.73123074,49,49,49,49,48,48,49,3914.17725,3914.17725,3914.17725,3914.17725,3914.17725,3914.17725,25.10757,13.222126,0,1.52097261,100.363518,27.4837189,8.760784,23.1154861,43,607.5,405.000031,1215,4,14,0,0,6144,1189.42578,4954.574,19.3591442,5.06900024,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:25,10.9375,4.6875,1.5625,0,7.03125,1.5625,4.296875,49,49,50,50,49,52,52,903.2718,903.2718,1304.726,2107.634,3914.17773,3914.17773,28.2152538,16.2934647,0,1.60776579,100.363533,27.4879761,8.762142,23.1141281,43,607.5,405.000031,1215,39,36,0,1,6144,1193.11328,4950.88672,19.41916,6.373,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:26,0.78125,0.78125,0,0,1.5625,0.78125,0.651043653,46,45,46,46,45,47,47,802.9081,3914.17676,903.271545,903.271545,3914.17676,3311.99585,15.70024,4.07058954,0,1.027418,100.36351,27.4629364,8.754162,23.1221085,43,607.5,405.000031,1215,1,13,0,0,6144,1193.11328,4950.88672,19.41916,4.761,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:27,4.615384,0.7692337,0.7692337,0,0,0,1.02564692,45,45,45,45,44,45,46,903.2714,903.2714,903.2714,903.2714,802.907959,802.907959,17.3823719,5.69682074,0,1.01176584,100.363495,27.4671555,8.755505,23.1207657,43,607.5,405.000031,1215,1,14,0,0,6144,1192.98828,4951.01172,19.4171276,4.92900038,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:28,17.96875,18.2539711,6.25,8.509612,0,1.5504837,8.755469,51,58,60,51,50,49,60,3914.17944,3914.17944,3914.17944,3914.17944,3914.17944,3914.17944,32.7430038,20.8346138,0,1.62355864,100.363571,26.3768234,8.407948,23.4683228,43,607.5,405.000031,1215,1,13,0,0,6144,1189.67578,4954.324,19.3632126,4.90800047,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:29,23.4375,16.9591312,6.25,4.6875,4.6875,3.90625,9.98798,55,58,57,58,57,56,59,3914.177,3914.177,3914.177,3813.81348,3914.177,3914.177,44.7542877,32.5483322,0,2.29905,100.363518,26.78292,8.53739548,23.3388748,43,607.5,405.000031,1215,4,14,0,0,6144,1168.39453,4975.60547,19.0168381,5.348,0,0.0009765625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:30,40.0240364,13.8461533,10.8774071,13.9543295,4.615384,6.153846,14.91186,57,59,63,57,54,54,63,3914.178,3914.178,3813.81445,3914.178,3914.178,3914.178,51.6410675,39.1576843,0,2.81543946,100.363533,27.11245,8.642437,23.2338333,43,607.5,405.000031,1215,2,14,0,0,6144,1168.89453,4975.10547,19.0249767,5.195,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:31,33.59375,16.6666622,15.4822941,10.8052845,12.6116037,4.737103,15.649456,55,61,62,62,58,55,62,3914.17822,3813.8147,3914.17822,3914.17822,3311.99683,3914.17822,50.48097,38.0465622,0,2.779659,100.363541,27.4352341,8.745331,23.13094,43,607.5,405.000031,1215,16,19,0,0,6144,1169.77734,4974.22266,19.0393448,6.958,0.041015625,0.00390625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:32,36.9230728,6.060606,8.368301,12.3076916,3.06526423,5.33799553,12.0104847,57,60,62,62,58,59,62,3613.08618,3613.08618,3512.72266,3713.44971,3914.17676,3914.17676,53.1796227,40.6459351,0,2.98822021,100.36351,27.9045181,8.89492,22.98135,43,607.5,405.000031,1215,14,16,0,0,6144,1170.77734,4973.22266,19.05562,6.48100042,0.015625,0.00390625,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:33,37.2355766,10.0600958,6.153846,6.1899066,2.30768919,15.5769234,12.9206715,53,56,64,52,53,61,63,3914.17676,3914.17676,3914.17676,3914.17676,3713.44971,3914.17676,44.3159828,32.0684929,0,2.24342656,100.36351,28.16401,8.977634,22.8986359,43,607.5,405.000031,1215,0,13,0,0,6144,1169.99219,4974.008,19.042841,4.727,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:34,26.1305332,5.33799553,6.25,13.0769253,12.9971619,8.48557949,12.046361,58,51,64,56,63,60,64,3914.17651,3914.17651,3914.17651,3914.17651,3914.17651,3914.17651,41.36607,29.3005028,0,1.96438754,100.3635,28.2752838,9.013107,22.863163,43,607.5,405.000031,1215,0,13,0,0,6144,1169.99219,4974.008,19.042841,4.727,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:35,15.5168295,1.53846145,4.54545,6.142187,1.51515007,25,9.043008,48,48,48,48,47,50,50,2408.726,3914.17969,3914.17969,3914.17969,3914.17969,3914.17969,33.49473,21.5356884,0,1.58647382,100.363586,27.9743958,8.917194,22.9590759,43,607.5,405.000031,1215,0,12,0,0,6144,1167.30469,4976.69531,18.9991,4.912,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:36,4.63980436,1.5625,2.34375,0.793647766,0,1.5625,1.81703568,46,46,46,46,45,46,47,903.2712,903.2712,903.2712,903.2712,903.2712,903.2712,14.4005718,2.80238676,0,1.03811526,100.363464,28.0742874,8.949036,22.9272346,43,607.5,405.000031,1215,0,12,0,0,6144,1167.30469,4976.69531,18.9991,4.92900038,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:37,5.384612,2.31971145,4.615384,5.384612,0.7692337,3.1129837,3.5977602,46,46,46,46,45,46,47,903.2719,903.2719,903.2719,903.2719,903.2719,903.2719,19.6074886,7.895146,0,1.11849141,100.363541,28.061676,8.945015,22.9312553,43,607.5,405.000031,1215,0,13,0,0,6144,1166.74219,4977.258,18.9899445,4.76500034,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:38,4.6754837,0,1.5504837,0.78125,1.5625,0.7692337,1.55649185,46,46,47,45,45,47,47,3914.17969,3914.17969,3914.17969,3914.17969,903.2723,903.2723,14.31418,2.65966415,0,1.07157779,100.363586,28.0902634,8.954128,22.922142,43,607.5,405.000031,1215,0,12,0,0,6144,1163.61719,4980.383,18.9390812,4.92800045,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:39,3.13739777,1.5625,3.125,3.125,0.793647766,1.5625,2.21767426,45,44,45,44,44,45,46,903.27124,903.27124,903.27124,903.27124,903.27124,903.27124,13.9355078,2.35298538,0,1.03486073,100.363472,28.1027374,8.958103,22.9181671,43,607.5,405.000031,1215,0,12,0,0,6144,1163.61719,4980.383,18.9390812,4.60000038,0,0,28,18.34568,34.45749,0.03377533
10/09/2024 20:32:40,0,0,0.7692337,0,0,0,0.12820363,45,44,45,43,43,45,45,802.9081,802.9081,802.9081,802.9081,802.9081,802.9081,12.6655245,1.1686542,0,0.9780746,100.36351,28.0587,8.944069,22.9322014,43,607.5,405.000031,1215,0,13,0,0,6144,1160.05469,4983.94531,18.8810978,4.76500034,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:41,1.5625,0.78125,0,0,0,0,0.390625,45,44,45,43,43,43,45,802.908264,802.908264,802.908264,802.908264,802.908264,802.908264,12.95232,1.45668662,0,1.001173,100.363533,28.03466,8.936405,22.9398651,43,607.5,405.000031,1215,0,12,0,0,6144,1154.29688,4989.703,18.787384,4.76500034,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:42,0.7692337,0.7692337,0.7692337,0.7692337,1.53846145,1.5625,1.02965236,45,44,45,44,44,45,45,2810.18042,2207.999,1003.63586,802.9087,802.9087,802.9087,14.6794062,3.14685559,0,1.0181936,100.363586,27.9400864,8.906258,22.9700127,43,607.5,405.000031,1215,0,12,0,0,6144,1154.29688,4989.703,18.787384,4.92900038,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:43,0,0.7692337,0,0,0,0.7692337,0.256413221,44,42,44,42,42,43,44,802.9078,4014.53882,3914.17529,3914.17529,3914.17529,3914.17529,13.10946,1.6236062,0,0.990325868,100.363472,27.9157562,8.898502,22.9777679,43,607.5,405.000031,1215,0,13,0,0,6144,1154.29688,4989.703,18.787384,4.9090004,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:44,5.4567337,1.5625,0.78125,0.78125,1.5625,7.69230747,2.97275186,47,46,48,46,46,46,48,3914.18018,1204.36316,3914.18018,3914.18018,802.908752,3914.18018,23.995121,12.1194448,0,1.45102036,100.363594,27.9614868,8.913078,22.963192,43,607.5,405.000031,1215,15,18,0,0,6144,1156.42188,4987.578,18.82197,6.69000053,0.0126953125,0.0029296875,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:45,8.4615345,2.31971145,3.076923,0.7692337,6.153846,1.53846145,3.71995568,45,43,44,43,43,43,45,802.9077,802.9077,802.9077,802.9077,802.9077,802.9077,16.64753,4.96669769,0,1.22396123,100.363464,27.9333649,8.904114,22.9721565,43,607.5,405.000031,1215,0,13,0,0,6144,1156.67188,4987.328,18.82604,4.76500034,0.0009765625,0.0009765625,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:46,4.615384,6.130534,6.88811541,3.04195881,2.30768919,9.230768,5.369073,49,50,51,50,49,48,51,3914.18042,3914.18042,3914.18042,3914.18042,3914.18042,3914.18042,26.3848686,14.45573,0,1.701644,100.3636,27.3085022,8.704933,23.1713371,42,607.5,405.000031,1215,9,14,0,0,6144,1168.52344,4975.47656,19.0189362,6.52900028,0.0146484375,0.0029296875,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:47,1.5625,1.5625,2.34375,0,3.125,4.6875,2.21354365,44,43,43,43,43,43,45,802.9078,802.9078,802.9078,802.9078,802.9078,802.9078,17.3973656,5.668181,0,1.29669762,100.363472,27.3090973,8.705124,23.1711464,42,607.5,405.000031,1215,0,13,0,0,6144,1168.52344,4975.47656,19.0189362,4.59,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:48,0,0,0,0,0,0,0,43,42,43,42,42,43,44,3914.178,3713.451,2810.1792,2207.9978,1605.81665,1304.726,12.7416954,1.24956119,0,0.9959681,100.363541,27.2640839,8.690773,23.1854973,42,607.5,405.000031,1215,0,13,0,0,6144,1168.52344,4975.47656,19.0189362,4.92800045,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:49,11.71875,0.78125,2.34375,0.78125,3.125,4.6875,3.90625,44,44,45,43,43,44,45,1706.17981,1706.17981,1706.17981,3914.17725,3914.17725,3914.17725,18.9327679,7.23564529,0,1.22389519,100.363518,27.2343369,8.68129,23.19498,42,607.5,405.000031,1215,10,15,0,0,6144,1167.96094,4976.039,19.00978,7.00800037,0.0205078125,0.0029296875,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:50,3.90625,0.78125,2.34375,3.90625,2.34375,3.125,2.734375,50,47,49,47,51,46,51,3914.17969,3914.17969,903.2722,1304.72656,3914.17969,903.2722,27.34349,15.3398027,0,1.75195551,100.363579,27.243187,8.684113,23.1921577,42,607.5,405.000031,1215,8,16,0,4,6144,1168.14844,4975.85156,19.0128326,5.248,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:51,1.5625,0,3.125,0,0,1.5625,1.04166865,45,44,45,43,43,44,45,903.2711,903.2711,903.2711,802.907654,802.907654,802.907654,17.0126019,5.34378242,0,1.18216693,100.363457,27.2789459,8.695511,23.18076,42,607.5,405.000031,1215,1,13,0,0,6144,1167.92969,4976.07031,19.0092716,5.255,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:52,3.8461566,0.7692337,0,0,0,0.7692337,0.897437334,48,44,48,44,44,44,49,802.9085,1204.36279,3914.179,3914.179,3914.179,903.272034,19.6082439,7.848848,0,1.27590859,100.363564,27.2606735,8.689686,23.1865845,42,607.5,405.000031,1215,2,13,0,0,6144,1166.85938,4977.14063,18.9918518,5.729,0.001953125,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:53,0.78125,3.125,0,6.25,0,0.78125,1.82291865,44,43,44,43,43,43,44,2709.816,1806.544,1505.45325,903.272,802.908447,802.908447,17.7175522,6.02435875,0,1.21456683,100.363556,27.2014847,8.670818,23.205452,42,607.5,405.000031,1215,0,13,0,0,6144,1166.85938,4977.14063,18.9918518,5.74000025,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:54,6.153846,6.92307949,0,1.53846145,1.53846145,4.615384,3.46154571,45,44,45,43,43,43,45,1204.36182,802.9079,802.9079,802.9079,802.9079,802.9079,22.2161274,10.4319239,0,1.39231741,100.363487,27.16423,8.658943,23.2173271,42,607.5,405.000031,1215,0,13,0,0,6144,1154.48438,4989.51563,18.7904358,4.76500034,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:55,1.53846145,0,0,0.78125,0.7692337,0,0.5148232,44,49,44,43,43,43,49,3914.1792,3914.1792,3613.08838,3010.907,2408.72559,3914.1792,13.8367853,2.31593943,0,1.046977,100.363571,27.2156372,8.675331,23.20094,42,607.5,405.000031,1215,3,15,0,0,6144,1162.64844,4981.35156,18.923315,4.755,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:56,5.46875,0.7692337,0,0.78125,1.5625,0.78125,1.56049728,47,46,50,46,45,46,50,3914.17554,3914.17554,3914.17554,3914.17554,3914.17554,3914.17554,21.36565,9.635383,0,1.26366472,100.36348,27.1728439,8.66169,23.21458,42,607.5,405.000031,1215,1,12,0,0,6144,1162.64844,4981.35156,18.923315,6.37500048,0.0283203125,0.0029296875,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:57,1.5625,0.78125,1.5625,0,0,1.5625,0.911456347,44,43,44,43,43,43,44,1505.45276,3111.269,2207.99731,1605.81628,4014.54077,3713.4502,19.07959,7.304546,0,1.36462712,100.363518,27.2191238,8.676441,23.19983,42,607.5,405.000031,1215,0,13,0,0,6144,1162.64844,4981.35156,18.923315,4.92,0,0.001953125,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:58,2.34375,0,0,1.5625,0.78125,0.78125,0.911456347,46,51,46,45,45,45,51,3914.17969,3914.17969,3914.17969,3914.17969,3914.17969,3713.45239,19.8279228,8.16095,0,1.29876673,100.363579,27.2805023,8.696007,23.1802635,42,607.5,405.000031,1215,0,13,0,0,6144,1170.89844,4973.10156,19.0575924,6.48600054,0.07128906,0.0048828125,28,18.34568,34.4554138,0.03377533
10/09/2024 20:32:59,2.30768919,21.53846,8.4615345,6.153846,1.53846145,3.8461566,7.30769634,52,51,56,55,53,52,56,3914.17529,3914.17529,3914.17529,3914.17529,3914.17529,3914.17529,38.77421,26.5759773,0,2.20544124,100.363472,27.2254028,8.678444,23.1978264,42,607.5,405.000031,1215,9,16,0,0,6144,1175.27344,4968.72656,19.1288,6.373,0.0107421875,0.001953125,28,18.34568,34.4554138,0.03377533
10/09/2024 20:33:00,3.125,15.625,11.71875,4.6875,0.78125,0.78125,6.119794,46,45,46,45,45,45,46,3914.18,3914.18,3914.18,3914.18,3914.18,3914.18,22.4342823,10.5487576,0,1.57430851,100.363586,27.23236,8.68066,23.19561,42,607.5,405.000031,1215,1,13,0,0,6144,1175.02344,4968.97656,19.1247311,4.42,0,0,28,18.34568,34.4554138,0.03377533
10/09/2024 20:33:01,21.53846,0.7692337,1.53846145,2.30768919,1.53846145,9.230768,6.153846,50,49,50,49,48,49,50,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,3914.17822,30.5872726,18.6320953,0,1.75050092,100.363541,27.1029434,8.639408,23.2368622,42,607.5,405.000031,1215,12,17,0,1,6144,1174.73438,4969.26563,19.1200256,5.71100044,0.0107421875,0.001953125,28,18.34568,34.4554138,0.03377533
10/09/2024 20:33:02,5.46875,2.3317337,5.46875,1.5625,15.625,8.59375,6.508416,45,45,47,44,45,45,47,3914.176,3914.176,3914.176,3914.176,3914.176,3914.176,25.1438236,13.1705322,0,1.65707469,100.363487,27.0741959,8.630245,23.2460251,42,607.5,405.000031,1215,1,13,0,0,6144,1174.73438,4969.26563,19.1200256,5.87500048,0.01171875,0.001953125,28,18.34568,34.4554138,0.03377533
