Timestamp,CPU Package Temperature (C),CPU Power Consumption (W),Humidity (%)
2024-11-14 15:55:54,51.875,0.86,23.0
2024-11-14 15:55:56,52.0,1.01,22.0
2024-11-14 15:55:57,52.375,1.13,22.0
2024-11-14 15:55:58,52.625,1.45,22.0
2024-11-14 15:55:59,52.75,1.13,21.0
2024-11-14 15:56:01,52.25,1.13,22.0
2024-11-14 15:56:02,52.125,0.92,22.0
2024-11-14 15:56:03,52.0,0.78,22.0
2024-11-14 15:56:05,52.0,0.84,22.0
2024-11-14 15:56:06,51.75,0.95,23.0
2024-11-14 15:56:07,51.75,0.98,23.0
2024-11-14 15:56:09,51.75,0.85,23.0
2024-11-14 15:56:10,52.375,0.88,22.0
2024-11-14 15:56:11,52.25,1.0,22.0
2024-11-14 15:56:13,52.25,1.12,22.0
2024-11-14 15:56:14,52.0,0.94,22.0
2024-11-14 15:56:15,52.125,0.8,22.0
2024-11-14 15:56:16,52.125,0.95,22.0
2024-11-14 15:56:18,51.875,0.6,23.0
2024-11-14 15:56:19,52.0,0.98,22.0
2024-11-14 15:56:20,53.25,1.56,21.0
2024-11-14 15:56:22,53.625,1.17,20.0
2024-11-14 15:56:23,54.625,1.75,20.0
2024-11-14 15:56:24,55.0,1.48,20.0
2024-11-14 15:56:26,54.875,1.09,20.0
2024-11-14 15:56:27,54.375,0.99,20.0
2024-11-14 15:56:28,54.0,1.0,20.0
2024-11-14 15:56:30,53.75,0.92,20.0
2024-11-14 15:56:31,55.125,1.74,20.0
2024-11-14 15:56:32,54.625,1.05,20.0
2024-11-14 15:56:33,54.375,1.01,20.0
2024-11-14 15:56:35,54.25,1.3,20.0
2024-11-14 15:56:36,54.0,0.89,20.0
2024-11-14 15:56:37,53.875,1.05,20.0
2024-11-14 15:56:39,54.0,0.92,20.0
2024-11-14 15:56:40,54.0,1.05,20.0
2024-11-14 15:56:41,53.875,1.27,20.0
2024-11-14 15:56:43,54.125,1.38,20.0
2024-11-14 15:56:44,54.125,1.09,20.0
2024-11-14 15:56:45,54.0,1.06,20.0
2024-11-14 15:56:47,53.875,0.98,20.0
2024-11-14 15:56:48,53.5,0.78,20.0
2024-11-14 15:56:49,53.625,0.77,20.0
2024-11-14 15:56:50,54.25,1.01,20.0
2024-11-14 15:56:52,54.25,1.08,20.0
2024-11-14 15:56:53,55.0,1.46,20.0
2024-11-14 15:56:54,55.125,1.31,20.0
2024-11-14 15:56:56,55.5,1.28,20.0
2024-11-14 15:56:57,55.75,1.21,20.0
2024-11-14 15:56:58,55.375,1.01,20.0
2024-11-14 15:56:59,55.125,0.98,20.0
2024-11-14 15:57:01,55.125,1.47,20.0
2024-11-14 15:57:02,55.5,1.33,20.0
2024-11-14 15:57:03,55.625,1.27,20.0
2024-11-14 15:57:05,55.5,0.79,20.0
2024-11-14 15:57:06,55.375,1.03,20.0
2024-11-14 15:57:07,55.125,0.82,20.0
2024-11-14 15:57:09,54.875,0.92,20.0
2024-11-14 15:57:10,55.375,1.5,20.0
2024-11-14 15:57:11,55.25,0.95,20.0
2024-11-14 15:57:13,55.125,0.89,20.0
2024-11-14 15:57:14,54.75,0.78,20.0
2024-11-14 15:57:15,54.625,0.83,20.0
2024-11-14 15:57:16,54.5,0.89,20.0
2024-11-14 15:57:18,54.625,0.83,20.0
2024-11-14 15:57:19,54.625,0.84,20.0
2024-11-14 15:57:20,54.75,0.98,20.0
2024-11-14 15:57:22,54.625,1.01,20.0
2024-11-14 15:57:23,54.5,0.77,20.0
2024-11-14 15:57:24,54.625,0.97,20.0
2024-11-14 15:57:26,54.875,0.99,20.0
2024-11-14 15:57:27,57.25,1.18,20.0
2024-11-14 15:57:28,59.0,1.97,20.0
2024-11-14 15:57:30,58.75,1.57,20.0
2024-11-14 15:57:31,58.0,1.26,20.0
2024-11-14 15:57:32,57.625,1.04,20.0
2024-11-14 15:57:33,57.125,0.91,20.0
2024-11-14 15:57:35,56.375,0.71,20.0
2024-11-14 15:57:36,56.25,1.19,20.0
2024-11-14 15:57:37,56.0,0.96,20.0
2024-11-14 15:57:39,55.625,0.65,20.0
2024-11-14 15:57:40,56.375,0.94,20.0
2024-11-14 15:57:41,56.25,0.94,20.0
2024-11-14 15:57:43,56.125,0.81,20.0
2024-11-14 15:57:44,55.75,0.82,20.0
2024-11-14 15:57:45,55.75,1.08,20.0
2024-11-14 15:57:46,55.75,1.07,20.0
2024-11-14 15:57:48,55.5,0.9,20.0
2024-11-14 15:57:49,56.125,1.32,20.0
2024-11-14 15:57:50,58.5,1.73,20.0
2024-11-14 15:57:52,59.5,1.22,20.0
2024-11-14 15:57:53,58.875,0.91,20.0
2024-11-14 15:57:54,58.5,1.09,20.0
2024-11-14 15:57:56,58.0,1.22,20.0
2024-11-14 15:57:57,57.125,1.01,20.0
2024-11-14 15:57:58,57.875,1.45,20.0
2024-11-14 15:57:59,58.5,1.68,20.0
2024-11-14 15:58:01,58.375,1.15,20.0
2024-11-14 15:58:02,58.375,1.36,20.0
2024-11-14 15:58:03,58.375,1.58,20.0
2024-11-14 15:58:05,57.875,1.2,20.0
2024-11-14 15:58:06,59.125,1.76,20.0
2024-11-14 15:58:07,60.125,1.68,20.0
2024-11-14 15:58:09,60.0,1.29,20.0
2024-11-14 15:58:10,59.75,1.43,20.0
2024-11-14 15:58:11,59.625,1.32,20.0
2024-11-14 15:58:13,59.0,0.89,20.0
2024-11-14 15:58:14,58.25,1.07,20.0
2024-11-14 15:58:15,58.125,1.11,20.0
2024-11-14 15:58:16,58.125,1.08,20.0
2024-11-14 15:58:18,57.375,0.9,20.0
2024-11-14 15:58:19,58.125,1.74,20.0
2024-11-14 15:58:20,57.75,0.86,20.0
2024-11-14 15:58:22,57.25,0.65,20.0
2024-11-14 15:58:23,57.125,0.74,20.0
2024-11-14 15:58:24,57.0,0.89,20.0
2024-11-14 15:58:26,57.0,1.03,20.0
2024-11-14 15:58:27,56.625,0.87,20.0
2024-11-14 15:58:28,56.875,1.42,20.0
2024-11-14 15:58:29,57.5,1.63,20.0
2024-11-14 15:58:31,57.125,0.87,20.0
2024-11-14 15:58:32,57.875,1.32,20.0
2024-11-14 15:58:33,58.375,1.59,20.0
2024-11-14 15:58:35,58.375,1.09,20.0
2024-11-14 15:58:36,58.125,1.26,20.0
2024-11-14 15:58:37,58.0,1.32,20.0
2024-11-14 15:58:38,57.75,0.87,20.0
2024-11-14 15:58:40,57.25,0.87,20.0
2024-11-14 15:58:41,57.875,1.4,20.0
2024-11-14 15:58:42,57.625,0.8,20.0
2024-11-14 15:58:44,57.5,0.88,20.0
2024-11-14 15:58:45,57.25,1.09,20.0
2024-11-14 15:58:46,57.125,0.98,20.0
2024-11-14 15:58:47,57.0,0.81,20.0
2024-11-14 15:58:49,56.625,0.61,20.0
2024-11-14 15:58:50,57.125,1.11,20.0
2024-11-14 15:58:51,57.0,0.66,20.0
